Test,ID,GeneMasterName,Variant,Gender,DiseaseName,PredominantCancerSubtype,SyndromeMasterName,DiseaseType,Organ,FinalVerdict,NotesReAssn,EvidenceofAssociation,PredominantCancerSubtypeSource,ClinGenValidility,ClinGen Numeric,NCCN combined,NCCNRecommend,NCCNidentifier,GeneticHomeReference,OMIM,GeneCard,GeneReview,Completed,GraphInAsk2Me,HomuncCaNeo,HomuncBenign,ASk2me Asssociation,NEJM MHL and DICER1 paper,MedNeon_Extended,Akras_paper,Akras_paper_penetrance,Yadav_paper,AmbryGenetics,SPANISH_DiseaseName,CHINESE_DiseaseName,SPANISH_Gender,CHINESE_Gender,IfMetaanalysisInMasterTable,IfASK2MEBasedOnMetaanalysis,SourceRisk,Order,Concatenated,OldDiseaseName,OldPredominantCancerSubtype,OldDiseaseType,BreastGene,ColonGene,Z_Old_DiseaseName,Z_Inheritance,Z_AllellicInheritance
At least 1 finalverdict,41,BRIP1,,Female,Ovarian Cancer,,,Cancer,Ovary,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,,1,,1,1,,,1,,1,1,Low,,1,ovario,卵巢,Femenino,女性,0,0,Ask2Me,21,,Ovarian cancer,,Cancer,,,Ovarian Cancer,,Mono
At least 1 finalverdict,1101,BRIP1,,Male,Prostate Cancer,,,Cancer,Prostate,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,,,,,1,,,,,,,,,,1,próstata,前列腺,Masculino,男性,0,0,,,,Prostate cancer,,Cancer,,,Prostate Cancer,,Mono
At least 1 finalverdict,94,CASR,,Either,CNS (Benign),Epilepsy,,Benign,CNS,0,,,,,,,,,,,1,1,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Epilepsy,,Benign Disease,,,Epilepsy,,Mono
At least 1 finalverdict,1461,CASR,,Either,Endocrine,Neonatal Severe Hyperparathyroid,,Benign,Parathyroid,1,Biallelic,,,,,,,,1,1,1,1,1,,,,,,,,,,1,,,Masculino,男性,,,,,,Hyperparathyroid,,Benign Disease,,,Hyperparathyroid,,
At least 1 finalverdict,80,CASR,,Either,Endocrine,Autosomal Dominant Hypocalcemia Type 1,,Benign,Endocrine,1,,,,,,,,,1,1,1,1,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Hypocalcemia,,Benign Disease,,,Hypocalcemia,,Mono
At least 1 finalverdict,1430,CASR,,Either,Endocrine,Hypocalciuric Hypercalcemia,,Benign,Endocrine,1,,,,,,,,,,1,1,1,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Hypocalciuric hypercalcemia,,Benign Disease,,,Hypocalciuric Hypercalcemia,,Mono
At least 1 finalverdict,84,CASR,,Either,Endocrine,Familial Isolated Hyperparathyroid,,Benign,Parathyroid,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Hypoparathyroidism,,Benign Disease,,,Hypoparathyroid,,Mono
At least 1 finalverdict,90,CASR,,Either,Kidney (Benign),Kidney Stone,,Benign,Kidney,1,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Kidney stones,,Benign Disease,,,Kidney (Benign),,Mono
At least 1 finalverdict,1610,CASR,,Either,Pancreas (Benign),Pancreatitis,,Benign,Pancreas,1,Ambry only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,,,,,,Hyperparathyroid,,Benign Disease,,,Pancreatitis,,
At least 1 finalverdict,1612,CDC73,,Either,Parathyroid (Benign),Hyperparathyroid,,Benign,Parathyroid,1,ClinGen is definitive or moderate while NCCN is mute.,,,Mentioned,1,,,,1,1,1,1,1,,,,,,1,,,,1,,,Masculino,男性,0,0,,,,Jaw tumor,,Cancer,,,Hyperparathyroid,,Mono
At least 1 finalverdict,1431,CDC73,,Either,Bone Neoplasm,Jaw Tumor,,Neoplasm,Bone,1,ClinGen is definitive or moderate while NCCN is mute.,,,Mentioned,1,,,,1,1,1,,1,,,,,,1,,,,1,,,Masculino,男性,0,0,,,,Jaw tumor,,Cancer,,,Jaw Lesions,,Mono
At least 1 finalverdict,102,CDC73,,Either,Parathyroid Carcinoma,,,Cancer,Parathyroid,1,ClinGen is definitive or moderate while NCCN is mute.,,,Mentioned,1,,,,1,1,1,1,1,,,,,,,1,Low,,1,,,Masculino,男性,0,0,,,,Parathyroid tumor,,Cancer,,,Parathyroid Carcinoma,,Mono
At least 1 finalverdict,1433,CDC73,,Either,Parathyroid Neoplasm,Parathyroid Adenoma,,Neoplasm,Parathyroid,1,ClinGen is definitive or moderate while NCCN is mute.,,,Mentioned,1,,,,,1,1,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Parathyroid adenoma,,Cancer,,,Parathyroid Neoplasm,,Mono
At least 1 finalverdict,1103,CDH1,,Either,Bladder Cancer,,,Cancer,Urinary Bladder,0,Ambry Only-Not in paper,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Bladder cancer,,Cancer,1,,Bladder Cancer,,Mono
At least 1 finalverdict,43,CDH1,,Female,Breast Cancer,Invasive Lobular Breast Cancer,,Cancer,Breast,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,1,,1,1,1,,,1,,,1,High,High,1,mama,乳腺,Femenino,女性,0,0,Ask2Me,22,,Breast cancer,Lobular breast cancer,Cancer,1,,Breast Cancer,,Mono
At least 1 finalverdict,508,CDH1,,Either,Colorectal Cancer,,,Cancer,Colorectal,0,,,,Limited,9,,,,,,,,1,,,,,,,1,Low,,1,colorrectal,结直肠,Masculino,男性,0,0,,266,,Colorectal cancer,,Cancer,1,,Colorectal Cancer,,Mono
At least 1 finalverdict,1104,CDH1,,Female,Endometrial Cancer,,,Cancer,Uterus,0,,,,,,,,,2,1,2,1,1,,,,,,,,,,1,,,Femenino,女性,0,0,,,,Endometrial cancer,,Cancer,1,,Endometrial Cancer,,Mono
At least 1 finalverdict,642,CDH1,,Either,Gastric Cancer,,,Cancer,Gastric,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,High,,1,gástrico,胃,Masculino,男性,0,0,Ask2Me,335,,Gastric cancer,"Diffuse gastric cancer, signet ring cell",Cancer,1,,Gastric Cancer,,Mono
At least 1 finalverdict,1106,CDH1,,Either,Nasopharyngeal Cancer,,,Cancer,Head and neck,0,Ambry Only-Not in paper,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Nasopharyngeal Cancer,,Cancer,1,,Nasopharyngeal Cancer,,Mono
At least 1 finalverdict,420,CDH1,,Either,Oropharynx (Benign),cleft palate,BLEPHAROCHEILODONTIC SYNDROME 1,Benign,Oropharynx,1,28301459,,,,,,,,1,1,1,1,1,,,,,,,,,,1,hendidura orofacial,口面裂,Masculino,男性,0,0,,220,,Orofacial clefting,,Benign Disease,1,,Orofacial Cleft,,Mono
At least 1 finalverdict,1107,CDH1,,Female,Ovarian Cancer,,,Cancer,Ovary,0,Clingen -No reported evidence,,,No Reported Evidence,0,,,,1,2,2,2,1,,,,,,,,,,1,ovario,卵巢,Femenino,女性,0,0,,,,Ovarian cancer,,Cancer,1,,Ovarian Cancer,,Mono
At least 1 finalverdict,1108,CDH1,,Male,Prostate Cancer,,,Cancer,Prostate,0,Somatic,,,,,,,,2,2,2,1,1,,,,,,,,,,1,próstata,前列腺,Masculino,男性,0,0,,,,Prostate cancer,,Cancer,1,,Prostate Cancer,,Mono
0,1511,SEC23B,,Either,Dysmorphic Feature,Macrocephaly,,Benign,Head and neck,9,,,,,,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,278,,,,Cancer,,,Macrocephaly,,Mono
0,1511,SEC23B,,Either,Oropharynx (Benign),Oral Mucosal Papillomatosis,,Benign,Oropharynx,9,,,,,,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,278,,,,Cancer,,,Oral (Benign),,Mono
0,1511,SEC23B,,Either,Breast (Benign),Fibroadenoma,,Benign,Breast,9,,,,,,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,278,,,,Cancer,,,Breast (Benign),,Mono
0,1511,SEC23B,,Either,Blood Vessel (Benign),Hemangioma,,Benign,Blood Vessel,9,,,,,,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,278,,,,Cancer,,,Hemangioma,,Mono
0,1511,SEC23B,,Either,Breast (Benign),Atypical ductal hyperplasia,,Benign,Breast,9,,,,,,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,278,,,,Cancer,,,Breast (Benign),,Mono
0,1511,SEC23B,,Either,Gastrointestinal (Benign),Gastrointestinal polyps,,Benign,GI,9,,,,,,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,278,,,,Cancer,,,Gastrointestinal polyps,,Mono
0,213,SEC23B,,Either,Skin (Benign),Trichilemmoma,,Benign,Skin,9,,,,,,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,108,,,,Benign Disease,,,Hair (Benign),,Mono
1,896,SEC23B,,Female,Uterus (Benign),Uterine Fibroids,,Benign,Uterus,9,,,,,,,,,,1,,,1,,,,,,,,,,,fibroides uterinos,子宫平滑肌瘤,Femenino,女性,,,,,,,,Neoplasm,,,Uterine Corpus (Benign),,Mono
At least 1 finalverdict,1109,CDH1,,Either,Thyroid Cancer,,,Cancer,Thyroid,0,Ambry Only-Not in paper,,,,,,,,,,,,1,,,,,,,,,,1,tiroides,甲状腺,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,1,,Thyroid Cancer,,Mono
At least 1 finalverdict,1111,CDK4,,Female,Breast Cancer,,,Cancer,Breast,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Femenino,女性,0,0,,,,Breast cancer,,Cancer,,,Breast Cancer,,Mono
At least 1 finalverdict,1118,CDK4,,Either,Head And Neck Cancer,Squamous Cell Carcinoma,,Cancer,Skin,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Squamous cell carcinoma of the Head and Neck,,Cancer,,,Head And Neck Cancer,,Mono
At least 1 finalverdict,1114,CDK4,,Either,Lung Cancer,,,Cancer,Lung,0,,,,,,,,,,,1,,1,,,,,,,,,,,melanoma,黑色素瘤,Masculino,男性,,,,,,Lung cancer,,Cancer,,,Lung Cancer,,Mono
At least 1 finalverdict,646,CDK4,,Either,Melanoma,,,Cancer,Skin,1,,,,,,1,,1,1,1,1,1,1,1,,,1,,1,1,Low,,1,melanoma,黑色素瘤,Masculino,男性,0,0,Ask2Me,337,,Melanoma,,Cancer,,,Melanoma,,Mono
At least 1 finalverdict,1592,CDK4,,Either,Plasma Cell Cancer,Multiple Myeloma,,Cancer,Blood,0,,,,,,,,,,,1,,1,,,,,,,,,,,melanoma,黑色素瘤,Masculino,男性,,,,,,Lung cancer,,Cancer,,,Multiple Myeloma,,Mono
At least 1 finalverdict,1116,CDK4,,Female,Ovarian Cancer,,,Cancer,Ovary,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,ovario,卵巢,Femenino,女性,0,0,,,,Ovarian cancer,,Cancer,,,Ovarian Cancer,,Mono
At least 1 finalverdict,1112,CDK4,,Either,Sarcoma,Liposarcoma,,Cancer,Skin,0,,,,,,,,,,,1,,1,,,,,,,,,,,melanoma,黑色素瘤,Masculino,男性,,,,,,Liposarcoma,,Cancer,,,Sarcoma,,Mono
At least 1 finalverdict,213,CDK4,,Either,Skin (Benign),Atypical Nevi,,Benign,Skin,1,,,,,,,,,1,,,,1,,,,,,,,,,,nevos atípicos,非典型痣,Masculino,男性,0,0,,108,,Atypical nevi,,Benign Disease,,,Skin (Benign),,Mono
At least 1 finalverdict,1436,CDKN1B,,Either,Breast Cancer,,,Cancer,Breast,0,Somatic,,,,,,,,,,,,1,,,,,,1,,,,,,,Masculino,男性,0,0,,,,Breast cancer,,Cancer,,,Breast Cancer,,Mono
At least 1 finalverdict,14,CDKN1B,,Either,Colorectal Cancer,,,Cancer,Colorectal,0,Biallelic,,,Limited,0,,,,,,,,1,,,,,,,,,,1,colorrectal,结直肠,Masculino,男性,0,0,,,,Colorectal cancer,,Cancer,,,Colorectal Cancer,,Mono
At least 1 finalverdict,543,CDKN1B,,Either,Parathyroid (Benign),Hyperparathyroid,MEN4,Benign,Parathyroid,1,,,,,,,,,,,1,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Hyperparathyroid,,Cancer,,,Hyperparathyroid,,Mono
At least 1 finalverdict,106,CDKN1B,,Either,Neuroendocrine,Pancreatic Neuroendocrine Tumor,MEN4,Neoplasm,Pancreas,1,,,,Mentioned,1,,,,,,,,1,,,,,,,1,Low,,1,,,Masculino,男性,0,0,,,,Pancreatic neuroendocrine tumor,,Cancer,,,Neuroendocrine,,Mono
At least 1 finalverdict,537,CDKN1B,,Either,Parathyroid Neoplasm,Parathyroid Adenoma,MEN4,Neoplasm,Parathyroid,1,,,,Mentioned,1,,,,1,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Parathyroid adenoma,,Cancer,,,Parathyroid Neoplasm,,Mono
At least 1 finalverdict,24,CDKN1B,,Either,Brain Tumor,Pituitary Adenoma,MEN4,Neoplasm,Pituitary,9,,,,,,,,,1,,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Pitutary adenoma,,Cancer,,,Pituitary Neoplasm,,Mono
At least 1 finalverdict,557,CDKN1C,,Either,Adrenal Cortical (Benign),Adrenal Hypoplasia,,Neoplasm,Adrenal,1,,,,,,,,,1,1,1,1,1,,,,,,1,,,,,,,Masculino,男性,0,0,,,,Adrenal hypoplasia,,Benign Disease,,,Adrenal Hypoplasia,,Mono
At least 1 finalverdict,1438,CDKN1C,,Male,Genitourinary (Benign),"Cryptorchidism, Hypospadias",,Benign,Genitals,1,,,,,,,,,1,1,1,1,1,,,,,,1,,,,1,,,Masculino,男性,0,0,,,,Genital anomalies,,Benign Disease,,,Genital Anomalies,,Mono
At least 1 finalverdict,549,CDKN1C,,Either,Developmental,Intrauterine Growth Restriction,,Benign,Developmental,1,,,,,,,,,1,1,1,1,1,,,,,,1,,,,1,,,Masculino,男性,0,0,,,,Intrauterine growth restriction,,Benign Disease,,,Intrauterine Growth Restriction,,Mono
At least 1 finalverdict,553,CDKN1C,,Either,Bone (Benign),Metaphyseal Dysplasia,,Benign,Bone,1,,,,,,,,,1,1,1,1,1,,,,,,1,,,,,,,Masculino,男性,0,0,,,,Metaphyseal dysplasia,,Benign Disease,,,Metaphyseal Dysplasia,,Mono
At least 1 finalverdict,956,AXIN2,,Either,Colorectal Cancer,,oligodontia-cancer predisposition syndrome,Cancer,Colorectal,1,NCCN says uncertain,,,,,9,,9,1,1,1,1,1,,,,,,1,1,High,,2,,,,,,,,,,Colorectal cancer,,Cancer,,,Colorectal Cancer,,
At least 1 finalverdict,1460,AXIN2,,Either,Colorectal Neoplasia,Adenomatous Polyps,,Neoplasm,Colorectal,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,Adenomatous Polyp,,Neoplasm,,,Colorectal Polyp,,
At least 1 finalverdict,1029,AXIN2,,Either,Teeth (Benign),Oligodontia,oligodontia-cancer predisposition syndrome,Benign,Head and neck,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Moderate,1,1,,1,1,1,1,1,1,,,,,,1,,,,1,,,Masculino,男性,0,0,,,,Oligodontia,,Benign Disease,,,Oligodontia,,Mono
At least 1 finalverdict,492,BAP1,,Either,Brain Tumor,Meningioma,,Neoplasm,Brain,9,"inconsistent, evidence for their inclusion in the spectrum of BAP1-TPDS malignancies",,,Mentioned,9,,,,,,1,,1,,,,,,,,,,1,leucemia,白血病,Masculino,男性,0,0,,258,,Meningioma,,Cancer,,,Brain Tumor,,Mono
At least 1 finalverdict,1034,BAP1,,Either,Hepatobiliary Cancer,Cholangiocarcinoma,,Cancer,Bile Duct,9?,"inconsistent, evidence for their inclusion in the spectrum of BAP1-TPDS malignancies",,,Mentioned,9,,2,,1,2,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Cholangiocarcinoma,,Cancer,,,Hepatobiliary Cancer,,Mono
At least 1 finalverdict,842,BAP1,,Either,Kidney Cancer,Clear Cell Carcinoma,,Cancer,Kidney,1,Renal cell carcinoma: 18/174 (10%),,,Mentioned,1,,,,1,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,437,,Renal cell carcinoma,ClearCell Carcinoma,Cancer,,,Kidney Cancer,,Mono
At least 1 finalverdict,110,CDKN1C,,Either,Peripheral Nervous System Cancer,Neuroblastoma,,Cancer,PNS,0,,,,,,,,,,,,,1,,,,,,,1,Low,,,,,Masculino,男性,0,0,,,,Neuroblastoma,,Cancer,,,Neuroblastoma,,Mono
At least 1 finalverdict,1123,CDKN2A,,Either,Esophageal Cancer,,,Cancer,Esophagus,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Esophageal cancer,,Cancer,,,Esophageal Cancer,,Mono
At least 1 finalverdict,1127,CDKN2A,,Either,Kidney Cancer,,,Cancer,Kidney,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Renal Carcinoma,,Cancer,,,Kidney Cancer,,Mono
At least 1 finalverdict,1120,CDKN2A,,Either,Leukemia,ALL,,Cancer,Blood,0,,,,,,,,,,,,,1,,,,,,,,,,,leucemia,白血病,Masculino,男性,0,0,,,,Leukemia,ALL,Cancer,,,Leukemia,,Mono
At least 1 finalverdict,1121,CDKN2A,,Either,Lung Cancer,,,Cancer,Lung,0,,,,,,,,,1,,,,1,,,,,,,1,Low,,,pulmonar,肺,Masculino,男性,0,0,,,,Lung cancer,,Cancer,,,Lung Cancer,,Mono
At least 1 finalverdict,1125,CDKN2A,,Either,Orolaryngeal Carcinoma,,,Cancer,Head and neck,0,Ambry Only,,,,,,,,,1,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Orolaryngeal Carcinoma,,Cancer,,,Orolaryngeal Carcinoma,,Mono
At least 1 finalverdict,1130,CDKN2A,,Either,Skin Cancer (Non-Melanoma),Squamous Cell Carcinoma,,Cancer,Skin,9,,,,,,,,,,,,,1,,,,,,,1,Low,,1,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,,,Squamous cell carcinoma,,Cancer,,,Squamous Cell Carcinoma,,Mono
At least 1 finalverdict,592,CDKN2A,p14,Either,Melanoma,,,Cancer,Skin,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,,1,1,1,1,,,,,,1,1,Mod,,1,melanoma,黑色素瘤,Masculino,男性,0,0,,308,,Melanoma,,Cancer,,,Melanoma,,Mono
At least 1 finalverdict,594,CDKN2A,p14,Either,Pancreatic Cancer,,,Cancer,Pancreas,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,1,1,,1,1,,,,,,1,1,Low,,1,páncreas,胰腺,Masculino,男性,0,0,,309,,Pancreatic cancer,,Cancer,,,Pancreatic Cancer,,Mono
At least 1 finalverdict,215,CDKN2A,p14,Either,Sarcoma,,,Cancer,Soft Tissue,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,sarcoma,肉瘤,Masculino,男性,0,0,,109,,Sarcoma,,Cancer,,,Sarcoma,,Mono
At least 1 finalverdict,1131,CDKN2A,p16,Female,Breast Cancer,,,Cancer,Breast,9,,,,,,,,,1,,,,1,,,,,,,,,,1,mama,乳腺,Femenino,女性,0,0,,,,Breast cancer,,Cancer,,,Breast Cancer,,Mono
At least 1 finalverdict,1132,CDKN2A,p16,Either,Head And Neck Cancer,Squamous Cell Carcinoma,,Cancer,Skin,9,,,,,,,,,1,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Head and neck squamous cell carcinomas,,Cancer,,,Head And Neck Cancer,,Mono
At least 1 finalverdict,650,CDKN2A,p16,Either,Melanoma,,,Cancer,Skin,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,1,1,1,1,1,1,,,1,,1,1,Mod,,1,melanoma,黑色素瘤,Masculino,男性,0,0,Ask2Me,339,,Melanoma,,Cancer,,,Melanoma,,Mono
At least 1 finalverdict,654,CDKN2A,p16,Either,Pancreatic Cancer,,,Cancer,Pancreas,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,1,1,,1,1,1,,,1,,1,1,Low,,1,páncreas,胰腺,Masculino,男性,0,0,Ask2Me,341,,Pancreatic cancer,,Cancer,,,Pancreatic Cancer,,Mono
At least 1 finalverdict,219,CDKN2A,p16,Either,Sarcoma,,,Cancer,Soft Tissue,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,sarcoma,肉瘤,Masculino,男性,0,0,,111,,Sarcoma,,Cancer,,,Sarcoma,,Mono
At least 1 finalverdict,271,CDKN2A,p16,Either,Skin (Benign),Atypical Nevi,,Benign,Skin,0,,,,,,,,,,,,,1,,,,,,,,,,,nevos atípicos,非典型痣,Masculino,男性,0,0,,137,,Atypical nevi,,Benign Disease,,,Skin (Benign),,Mono
"The CEBPA gene is associated with autosomal dominant predisposition to familial acute myeloid leukemia (AML) (MedGen UID: 9730).  Familial AML is characterized by multiple diagnoses of this cancer type within a family. The age at diagnosis can be variable; however, it appears to have an earlier onset than sporadic cases (PMID: 18946494, 26162409).",96,CEBPA,,Either,Leukemia,AML,,Cancer,Blood,1,,,,Definitive,1,1,,1,1,1,1,1,,,,,,,1,1,High,,,leucemia,白血病,Masculino,男性,0,0,Invitae,,"The CEBPA gene is associated with autosomal dominant predisposition to familial acute myeloid leukemia (AML) (MedGen UID: 9730).  Familial AML is characterized by multiple diagnoses of this cancer type within a family. The age at diagnosis can be variable; however, it appears to have an earlier onset than sporadic cases (PMID: 18946494, 26162409).",Leukemia,AML,Cancer,,,Leukemia,,Mono
0,1569,CHEK1,,Either,Breast Cancer,,,Cancer,Breast,,,,,No Reported Evidence,0,,,,,,,,,,,,,,,,,,,mama,乳腺,Masculino,男性,0,0,,,,Breast cancer,,Cancer,,,Breast Cancer,,Mono
1,1570,CHEK1,,Female,Ovarian Cancer,,,Cancer,Ovary,,,,,No Reported Evidence,0,,,,,,,,,,,,,,,,,,,ovario,卵巢,Femenino,女性,0,0,,,,Ovarian cancer,,Cancer,,,Ovarian Cancer,,Mono
At least 1 finalverdict,1656,CHEK2,`,Either,Adrenal Cortical Carcinoma,,,Cancer,Adrenal,0,PMID: 30623166,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,Adrenocortical carcinoma,,
At least 1 finalverdict,1657,CHEK2,other varients,Female,Breast Cancer,,,Cancer,Breast,1,Clingen: RR of truncating mutation is 3.0 (90% CI: 2.6-3.5); missense variant I157T (OR=1.58; 95% CI: 1.42–1.75; p<0.001). NCCN: Based only on frame shift pathogenic varients.  PMID: 15488637; PMID: 16257342; PMID: 18759107; PMID: 28008555; PMID: 28874143,,,Definitive,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,,,Ask2Me,,,,,,1,1,Breast Cancer,,
At least 1 finalverdict,1658,CHEK2,,Female,Endometrial Cancer,,,Cancer,Uterus,0,Ambry Only-not in paper,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,Endometrial Cancer,,
At least 1 finalverdict,1648,CHEK2,,Either,Gastric Cancer,,,Cancer,Gastric,1,"Ambry Only PMID: 23296741 ; PMID: 26991782, 23296741",,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,Gastric Cancer,,
At least 1 finalverdict,1654,CHEK2,1100delC,Either,Leukemia,CLL,,Cancer,Blood,9,PMID: 17169815 ; PMID: 26641009,,,,,,,,,,,1,1,,,,,,,1,Low,,1,,,,,,,,,,,,,1,1,Leukemia,,
At least 1 finalverdict,1653,CHEK2,,Either,Lung Cancer,,,Cancer,Lung,0,PMID: 17164383; PMID: 20951091; PMID: 24880342,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,Lung Cancer,,
At least 1 finalverdict,1649,CHEK2,,Either,Peripheral Nervous System Cancer,Neuroblastoma,,Cancer,PNS,9,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,Neuroblastoma,,
At least 1 finalverdict,1652,CHEK2,,Either,Blood (Benign),Polycythaemia Vera,,Benign,Blood,9,Ambry Only   PMID: 26084796,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,Polycythaemia Vera,,
At least 1 finalverdict,1651,CHEK2,,Either,Sarcoma,Osteosarcoma,,Cancer,Bone,1,"PMID: 19338683, PMID: 18178638",,,,,,,,,2,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,Sarcoma (Bone),,
At least 1 finalverdict,1650,CHEK2,,Either,Blood (Benign),Thrombocythaemia,,Benign,Blood,0,Ambry Only-not in paper,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,Thrombocythaemia,,
At least 1 finalverdict,1655,CHEK2,,Either,Wilms Tumor,Nephroblastoma,,Cancer,Kidney,9,Ambry Only PMID: 28825729,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,Ask2Me,,,,,,1,1,Wilms Tumor,,
At least 1 finalverdict,1664,CHEK2,1100delC,Either,Breast Cancer,,,Cancer,Breast,1,1100delC variant is associated with increased risk for breast cancer (OR=2.34; 95% CI: 1.72–3.20; p<0.001),,,Definitive,1,1,,1,,1,1,1,1,1,,,1,,,1,Mod,,1,,,,,,,,,,,,,1,1,Breast Cancer,,
At least 1 finalverdict,1661,CHEK2,,Either,Colorectal Cancer,,,Cancer,Colorectal,1,REVIEW PMID:12690581 PMID: 21807500 PMID: 22901170,,,Limited,9,1,1,1,,1,,,1,1,,,1,,,1,Low,,1,,,,,,,,,,,,,1,1,Colorectal Cancer,,
At least 1 finalverdict,1662,CHEK2,1100delC,Either,Kidney Cancer,,,Cancer,Kidney,1,PMID: 26884562,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,1,1,Kidney Cancer,,
At least 1 finalverdict,1659,CHEK2,,Female,Ovarian Cancer,,,Cancer,Ovary,9,ClinGen  PMID: 30441849; PMID: 30651582; PMID: 30964716 ; PMID: 31050813,,,Disputed,0,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,Ovarian Cancer,,
At least 1 finalverdict,1660,CHEK2,,Male,Prostate Cancer,,,Cancer,Prostate,1,PMID: 12533788 NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,,1,1,1,1,,,,1,,,1,Low,,1,,,,,,,,,,,,,1,1,Prostate Cancer,,
At least 1 finalverdict,1663,CHEK2,,Either,Thyroid Cancer,Papillary Thyroid Cancer,,Cancer,Thyroid,1,PMID: 25583358 ; PMID: 25798211,,,,,,,,,,,,1,,,,,,,,,,1,tiroides,甲状腺,,,,,,,,,,,1,1,Thyroid Cancer,,
At least 1 finalverdict,1527,CTNNA1,,Either,Gastric Cancer,,,Cancer,Gastric,9,"PMID: 29545726,PMID:29330337,PMID:26380059",,,,,,,,1,,1,,1,,,,,,,,,,,gástrico,胃,Masculino,男性,0,0,,,,Gastric cancer,,Cancer,,,Gastric Cancer,,Mono
At least 1 finalverdict,1531,CTNNA1,,Either,Eye (Benign),Macular Dystrophy,,Benign,Eye,1,,,,,,,,,1,1,1,1,1,,,,,,,,,,,gástrico,胃,Masculino,男性,0,0,,,,Gastric cancer,,Cancer,,,Macular Dystrophy,,Mono
